name,description,stock_quantity,price,category,requires_prescription
BPrazole,Digestive system treatment,544,37.72,Gastrointestinal,false
ZPeridone 141mg,Digestive system treatment,224,70.6,Gastrointestinal,true
EPeridone,Digestive system treatment,606,88.19,Gastrointestinal,true
VPeridone,Digestive system treatment,411,73.88,Gastrointestinal,true
FPrazole 414mg,Digestive system treatment,238,78.35,Gastrointestinal,false
IPeridone,Digestive system treatment,597,26.67,Gastrointestinal,true
PCort 39mg,Skin condition treatment,464,9.0,Dermatology,false
IAzole,Skin condition treatment,41,69.81,Dermatology,false
FAzole,Skin condition treatment,322,71.29,Dermatology,true
ECort 99mg,Skin condition treatment,621,11.64,Dermatology,false
ZAzole,Skin condition treatment,424,40.57,Dermatology,false
IAzole,Skin condition treatment,614,80.66,Dermatology,false
LCort 66mg,Skin condition treatment,29,7.0,Dermatology,false
NConazole,Skin condition treatment,795,15.35,Dermatology,false
EConazole,Skin condition treatment,244,5.43,Dermatology,false
LCort 333mg,Skin condition treatment,189,65.29,Dermatology,true
BAzole,Skin condition treatment,536,36.5,Dermatology,true
MCort,Skin condition treatment,535,87.04,Dermatology,true
TAzole 318mg,Skin condition treatment,704,88.84,Dermatology,false
FCort,Skin condition treatment,372,88.09,Dermatology,false
ICort,Skin condition treatment,590,79.96,Dermatology,true
ZConazole 264mg,Skin condition treatment,506,46.1,Dermatology,false
DCort,Skin condition treatment,614,70.65,Dermatology,false
VAzole,Skin condition treatment,451,41.52,Dermatology,false
HCort 327mg,Skin condition treatment,22,69.25,Dermatology,false
TCort,Skin condition treatment,502,62.75,Dermatology,false
DCort,Skin condition treatment,417,44.08,Dermatology,false
ZAzole 57mg,Skin condition treatment,568,42.18,Dermatology,false
ZAzole,Skin condition treatment,362,10.29,Dermatology,false
LCort,Skin condition treatment,281,71.26,Dermatology,true
TAzole 346mg,Skin condition treatment,113,64.84,Dermatology,false
HCort,Skin condition treatment,741,46.01,Dermatology,true
DConazole,Skin condition treatment,743,17.31,Dermatology,false
VAzole 176mg,Skin condition treatment,278,32.04,Dermatology,false
AAzole,Skin condition treatment,467,79.93,Dermatology,false
SCort,Skin condition treatment,195,20.08,Dermatology,false
BCort 235mg,Skin condition treatment,187,69.29,Dermatology,false
ZAzole,Skin condition treatment,283,49.41,Dermatology,true
PConazole,Skin condition treatment,463,74.23,Dermatology,false
GConazole 54mg,Skin condition treatment,348,17.83,Dermatology,false
PCort,Skin condition treatment,652,79.21,Dermatology,false
GAzole,Skin condition treatment,83,83.56,Dermatology,false
BAzole 80mg,Skin condition treatment,695,36.63,Dermatology,false
HAzole,Skin condition treatment,458,9.1,Dermatology,false
PCort,Skin condition treatment,67,59.21,Dermatology,true
ECort 84mg,Skin condition treatment,570,82.01,Dermatology,false
RCort,Skin condition treatment,51,56.84,Dermatology,false
HAzole,Skin condition treatment,760,71.04,Dermatology,true
NAzole 319mg,Skin condition treatment,45,67.07,Dermatology,true
VCort,Skin condition treatment,483,35.5,Dermatology,false
OCort,Skin condition treatment,725,44.81,Dermatology,false
ZConazole 18mg,Skin condition treatment,638,24.59,Dermatology,false
FCort,Skin condition treatment,519,54.25,Dermatology,false
ZAzole,Skin condition treatment,664,21.63,Dermatology,false
RAzole 449mg,Skin condition treatment,39,27.46,Dermatology,true
ACort,Skin condition treatment,627,85.61,Dermatology,true
FAzole,Skin condition treatment,722,14.85,Dermatology,true
IConazole 459mg,Skin condition treatment,241,14.87,Dermatology,false
CAzole,Skin condition treatment,671,13.62,Dermatology,false
IAzole,Skin condition treatment,119,10.69,Dermatology,false
IAzole 184mg,Skin condition treatment,640,57.74,Dermatology,false
MConazole,Skin condition treatment,310,76.6,Dermatology,false
BCort,Skin condition treatment,498,26.71,Dermatology,false
SCort 215mg,Skin condition treatment,589,27.5,Dermatology,false
OConazole,Skin condition treatment,161,35.04,Dermatology,false
CCort,Skin condition treatment,87,68.18,Dermatology,false
VAzole 63mg,Skin condition treatment,263,38.67,Dermatology,true
LConazole,Skin condition treatment,24,60.81,Dermatology,false
LAzole,Skin condition treatment,652,35.56,Dermatology,true
ICort 434mg,Skin condition treatment,94,56.65,Dermatology,true
TCort,Skin condition treatment,617,32.64,Dermatology,false
HCort,Skin condition treatment,791,16.34,Dermatology,false
DAzole 198mg,Skin condition treatment,466,63.1,Dermatology,false
AAzole,Skin condition treatment,756,58.37,Dermatology,false
FCort,Skin condition treatment,636,42.98,Dermatology,false
EAzole 281mg,Skin condition treatment,250,11.85,Dermatology,true
NCort,Skin condition treatment,584,7.96,Dermatology,false
DConazole,Skin condition treatment,409,5.54,Dermatology,false
GConazole 268mg,Skin condition treatment,377,26.13,Dermatology,false
LConazole,Skin condition treatment,766,25.04,Dermatology,false
TAzole,Skin condition treatment,362,53.24,Dermatology,true
VCort 232mg,Skin condition treatment,159,77.34,Dermatology,true
OConazole,Skin condition treatment,559,30.28,Dermatology,true
IAzole,Skin condition treatment,22,69.63,Dermatology,false
ZAzole 31mg,Skin condition treatment,501,79.29,Dermatology,true
HAzole,Skin condition treatment,730,65.09,Dermatology,false
AAzole,Skin condition treatment,335,17.36,Dermatology,false
ECort 138mg,Skin condition treatment,678,43.89,Dermatology,true
LCort,Skin condition treatment,700,36.43,Dermatology,false
MAzole,Skin condition treatment,80,45.76,Dermatology,true
ICort 81mg,Skin condition treatment,310,17.0,Dermatology,false
OCort,Skin condition treatment,162,76.8,Dermatology,true
AConazole,Skin condition treatment,97,85.52,Dermatology,false
SCort 240mg,Skin condition treatment,544,50.9,Dermatology,true
PAzole,Skin condition treatment,526,36.75,Dermatology,false
NConazole,Skin condition treatment,730,82.49,Dermatology,false
ZCort 438mg,Skin condition treatment,318,9.68,Dermatology,false
MConazole,Skin condition treatment,158,74.75,Dermatology,false
ZConazole,Skin condition treatment,589,62.48,Dermatology,false
VConazole 489mg,Skin condition treatment,399,4.14,Dermatology,true
ZCort,Skin condition treatment,484,70.15,Dermatology,false
BConazole,Skin condition treatment,267,49.67,Dermatology,false
MAzole 465mg,Skin condition treatment,128,61.9,Dermatology,true
ZCort,Skin condition treatment,281,34.5,Dermatology,false
